ID,Tier,Source Group,Source Name,Source Type,Scrape Target / Query,Seed Domain,Country / HQ Focus,Role Focus,Why Strong,Bangladesh Fit Rule,Required Accept Filter,Hard Reject Filter,Scrape Frequency,Notes / Compliance,Proof / Reference URL
S0870,Tier 1 Candidate,Company-specific Google source,ZooTools - Company staff-augmentation-fit query,Google SERP query,"""ZooTools"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",zootools.co,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0871,Tier 1 Candidate,Company-specific Google source,Zyte - Company careers worldwide engineering query,Google SERP query,"site:zyte.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",zyte.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0872,Tier 1 Candidate,Company-specific Google source,Zyte - Company ATS indexed global remote query,Google SERP query,"""Zyte"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",zyte.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0873,Tier 1 Candidate,Company-specific Google source,Zyte - Company staff-augmentation-fit query,Google SERP query,"""Zyte"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",zyte.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0874,Tier 1 Candidate,Company-specific Google source,Toptal - Company careers worldwide engineering query,Google SERP query,"site:toptal.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",toptal.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0875,Tier 1 Candidate,Company-specific Google source,Toptal - Company ATS indexed global remote query,Google SERP query,"""Toptal"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",toptal.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0876,Tier 1 Candidate,Company-specific Google source,Toptal - Company staff-augmentation-fit query,Google SERP query,"""Toptal"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",toptal.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0877,Tier 1 Candidate,Company-specific Google source,Upwork - Company careers worldwide engineering query,Google SERP query,"site:upwork.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",upwork.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0878,Tier 1 Candidate,Company-specific Google source,Upwork - Company ATS indexed global remote query,Google SERP query,"""Upwork"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",upwork.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0879,Tier 1 Candidate,Company-specific Google source,Upwork - Company staff-augmentation-fit query,Google SERP query,"""Upwork"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",upwork.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0880,Tier 1 Candidate,Company-specific Google source,Remote - Company careers worldwide engineering query,Google SERP query,"site:remote.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",remote.com,Global remote company seed,Software Engineer / Developer / DevOps / QA / Data,Company appears in global/remote-friendly seed lists; scrape active roles and verify worldwide eligibility.,Accept only if the job page itself does not restrict country and allows Bangladesh/global contractors.,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",Daily morning,"Do not assume every role is Bangladesh-eligible. Use this as a lead source, then validate each job description.",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
