source_id,name,query,role_focus,required_accept_filter,hard_reject_filter,proof_url
S0807,Ushahidi - Company staff-augmentation-fit query,"""Ushahidi"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0808,Varnish Software - Company careers worldwide engineering query,"site:varnish-software.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0809,Varnish Software - Company ATS indexed global remote query,"""Varnish Software"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0810,Varnish Software - Company staff-augmentation-fit query,"""Varnish Software"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0811,Veeva Systems - Company careers worldwide engineering query,"site:veeva.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0812,Veeva Systems - Company ATS indexed global remote query,"""Veeva Systems"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0813,Veeva Systems - Company staff-augmentation-fit query,"""Veeva Systems"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0814,Vercel - Company careers worldwide engineering query,"site:vercel.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0815,Vercel - Company ATS indexed global remote query,"""Vercel"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0816,Vercel - Company staff-augmentation-fit query,"""Vercel"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0817,Veryfi - Company careers worldwide engineering query,"site:veryfi.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0818,Veryfi - Company ATS indexed global remote query,"""Veryfi"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0819,Veryfi - Company staff-augmentation-fit query,"""Veryfi"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0820,VGS - Company careers worldwide engineering query,"site:verygoodsecurity.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0821,VGS - Company ATS indexed global remote query,"""VGS"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0822,VGS - Company staff-augmentation-fit query,"""VGS"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0823,VMware - Company careers worldwide engineering query,"site:vmware.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0824,VMware - Company ATS indexed global remote query,"""VMware"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0825,VMware - Company staff-augmentation-fit query,"""VMware"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0826,Whitespectre - Company careers worldwide engineering query,"site:whitespectre.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0827,Whitespectre - Company ATS indexed global remote query,"""Whitespectre"" (""jobs.lever.co"" OR ""boards.greenhouse.io"" OR ""jobs.ashbyhq.com"" OR ""apply.workable.com"") (""remote"" OR ""worldwide"" OR ""anywhere"") (""engineer"" OR ""developer"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0828,Whitespectre - Company staff-augmentation-fit query,"""Whitespectre"" (""backend engineer"" OR ""frontend engineer"" OR ""full stack engineer"" OR ""devops engineer"" OR ""QA automation"") (""remote"" OR ""global"" OR ""worldwide"" OR ""contractor"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
S0829,Wizeline - Company careers worldwide engineering query,"site:wizeline.com (careers OR jobs OR openings) (""software engineer"" OR developer OR engineer) (remote OR worldwide OR ""work from anywhere"" OR ""anywhere in the world"")",Software Engineer / Developer / DevOps / QA / Data,"worldwide OR ""anywhere in the world"" OR ""work from anywhere"" OR ""global remote"" OR ""distributed team"" OR contractor","""US only"" OR ""UK only"" OR ""EU only"" OR ""Europe only"" OR ""Canada only"" OR ""must be authorized"" OR hybrid OR onsite OR relocation",https://remoteintech.company/browse/worldwide/ ; https://github.com/yanirs/established-remote
